sequence,gene,gene_family,kmer_family,family_card,picture_family,rel_phenotype
blaTEM-135_1_GQ896333,blaTEM-135,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-143_1_DQ075245,blaTEM-143,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-1A_1_HM749966,blaTEM-1A,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-1B_1_AY458016,blaTEM-1B,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-1C_1_FJ560503,blaTEM-1C,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-1D_1_AF188200,blaTEM-1D,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-206_1_KC783461,blaTEM-206,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-207_1_KC818234,blaTEM-207,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-208_1_KC865667,blaTEM-208,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-21_1_Y17582,blaTEM-21,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-22_1_Y17583,blaTEM-22,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
