sequence,correct,origname
flex_2323,resfindernewid_2336,fosA_5_AFBO01000747
flex_2324,resfindernewid_2331,fosB_3_ACHE01000077
flex_2325,resfindernewid_2330,fosC_1_Z33413
flex_2326,resfindernewid_2333,fosB_5_AJ605334
flex_2327,resfindernewid_2332,fosB_4_CP000029
flex_2328,resfindernewid_2339,fos_2_FN543093
flex_2329,resfindernewid_2338,fomA_1_AB016934
flex_2330,resfindernewid_1529,cphA8_1_AY261375
flex_2331,resfindernewid_1528,cphA7_1_AY227053
flex_2332,resfindernewid_1839,blaZ_102_MLQA01000023
flex_2333,resfindernewid_1838,blaZ_101_LTLP01000099
flex_2334,resfindernewid_1521,cphA1_3_AY261378
flex_2335,resfindernewid_1520,cphA1_1_AY261379
flex_2336,resfindernewid_1523,cphA1_7_X57102
flex_2337,resfindernewid_1522,cphA1_4_AY261376
flex_2338,resfindernewid_1525,cphA4_1_AY227050
flex_2339,resfindernewid_1524,cphA2_6_AHU60294
flex_2340,resfindernewid_1527,cphA6_1_AY227052
flex_2341,resfindernewid_1526,cphA5_1_AY227051
flex_2342,resfindernewid_973,blaOXA-123_1_EU255292
flex_2343,resfindernewid_2438,erm(T)_1_M64090
flex_2344,resfindernewid_1239,blaSHV-133_1_AB551737
flex_2345,resfindernewid_1238,blaSHV-132_1_GU981741
flex_2346,resfindernewid_1235,blaSHV-121_1_GQ428198
flex_2347,resfindernewid_1234,blaSHV-120_1_JF812965
flex_2348,resfindernewid_1237,blaSHV-129_1_GU827715
flex_2349,resfindernewid_1236,blaSHV-128_1_GU932590
flex_2350,resfindernewid_1231,blaSHV-108_1_AM922309
flex_2351,resfindernewid_1230,blaSHV-107_1_AM922308
flex_2352,resfindernewid_1233,blaSHV-110_1_HQ877615
flex_2353,resfindernewid_1232,blaSHV-109_1_EU418913
flex_2354,resfindernewid_1789,blaZ_51_NZ_JVWO01000108
flex_2355,resfindernewid_1788,blaZ_50_KR230047
flex_2356,resfindernewid_1785,blaZ_47_NZ_JYGF01000020
flex_2357,resfindernewid_1784,blaZ_46_CP010944
flex_2358,resfindernewid_1787,blaZ_49_CVLS01000543
flex_2359,resfindernewid_1786,blaZ_48_CFPA01000022
flex_2360,resfindernewid_1781,blaZ_43_NZ_CAVU010000015
flex_2361,resfindernewid_1780,blaZ_42_CCEE01000006
flex_2362,resfindernewid_1783,blaZ_45_CP010941
flex_2363,resfindernewid_1782,blaZ_44_NZ_JWJJ01000015
flex_2364,resfindernewid_1301,blaTEM-52C_2_EF141186
flex_2365,resfindernewid_1300,blaTEM-49_1_Y10281
flex_2366,resfindernewid_1303,blaTEM-53_1_AF104441
flex_2367,resfindernewid_1302,blaTEM-52B_1_AF027199
flex_2368,resfindernewid_1305,blaTEM-55_1_DQ286729
flex_2369,resfindernewid_1304,blaTEM-54_1_AF104442
flex_2370,resfindernewid_1307,blaTEM-60_1_AF047171
flex_2371,resfindernewid_1306,blaTEM-57_1_FJ405211
flex_2372,resfindernewid_1309,blaTEM-67_1_AF091113
flex_2373,resfindernewid_1308,blaTEM-63_1_AF332513
flex_2374,resfindernewid_1659,blaOXA-185_1_JQ396379
flex_2375,resfindernewid_1658,blaOXA-266_1_APPO01000008
flex_2376,resfindernewid_2585,optrA_1_KP399637
flex_2377,resfindernewid_2323,fosX_3_CP003505
flex_2378,resfindernewid_2449,erm(30)_1_AF079138
flex_2379,resfindernewid_1653,blaOXA-288_1_APRN01000033
flex_2380,resfindernewid_2448,erm(Z)_1_AM709783
flex_2381,resfindernewid_2325,fosG_1_DQ112222
flex_2382,resfindernewid_1652,blaOXA-291_1_APRL01000010
flex_2383,resfindernewid_1015,blaOXA-176_1_HM113562
flex_2384,resfindernewid_1014,blaOXA-175_1_HM113561
flex_2385,resfindernewid_1017,blaOXA-178_1_HM113564
flex_2386,resfindernewid_1016,blaOXA-177_1_HM113563
flex_2387,resfindernewid_1011,blaOXA-172_1_HM113558
flex_2388,resfindernewid_1010,blaOXA-171_1_HM488992
flex_2389,resfindernewid_1013,blaOXA-174_1_HM113560
flex_2390,resfindernewid_1012,blaOXA-173_1_HM113559
flex_2391,resfindernewid_1019,blaOXA-180_1_HM570036
flex_2392,resfindernewid_1018,blaOXA-179_1_HM570035
flex_2393,resfindernewid_1820,blaZ_82_FGSJ01000003
flex_2394,resfindernewid_1821,blaZ_83_FGWO01000019
flex_2395,resfindernewid_1822,blaZ_84_FHDH01000010
flex_2396,resfindernewid_1823,blaZ_85_NZ_FHDT01000016
flex_2397,resfindernewid_2582,nimI_1_FJ940887
flex_2398,resfindernewid_1824,blaZ_87_NZ_LRNC01000042
flex_2399,resfindernewid_1825,blaZ_88_FKTX01000011
flex_2400,resfindernewid_1826,blaZ_89_FKPS01000007
flex_2401,resfindernewid_1827,blaZ_90_FKVU01000010
flex_2402,resfindernewid_2178,blaSHV-111_1_AB372881
flex_2403,resfindernewid_2565,mdt(A)_1_X92946
flex_2404,resfindernewid_2921,tet(L)_8_AY081910
flex_2405,resfindernewid_2922,tet(K)_1_U38656
flex_2406,resfindernewid_2923,tet(K)_2_J01764
flex_2407,resfindernewid_2924,tet(J)_1_ACLE01000065
flex_2408,resfindernewid_2925,tet(J)_2_AF038993
flex_2409,resfindernewid_2926,tet(S)_1_DQ377340
flex_2410,resfindernewid_2927,tet(S)_2_L09756
flex_2411,resfindernewid_2928,tet(S)_3_X92946
flex_2412,resfindernewid_2929,tet(S/M)_2_AY534326
flex_2413,resfindernewid_2788,sul1_18_AY260546
flex_2414,resfindernewid_2789,sul1_19_DQ125241
flex_2415,resfindernewid_2784,sul1_11_DQ914960
flex_2416,resfindernewid_2785,sul1_14_AJ517791
flex_2417,resfindernewid_2786,sul1_15_EF667294
flex_2418,resfindernewid_2787,sul1_17_AM746675
flex_2419,resfindernewid_2780,sul1_7_FJ715937
flex_2420,resfindernewid_2781,sul1_8_JN581942
flex_2421,resfindernewid_2782,sul1_9_AY963803
flex_2422,resfindernewid_2783,sul1_10_DQ143913
flex_2423,resfindernewid_2252,blaFRI-2_1_KX620467
flex_2424,resfindernewid_2253,blaFRI-3_1_KY524440
flex_2425,resfindernewid_2250,blaCARB-49_1_KX599396
flex_2426,resfindernewid_2251,blaCARB-50_1_NG_052478
flex_2427,resfindernewid_938,blaOXA-91_1_DQ519086
flex_2428,resfindernewid_939,blaOXA-92_1_DQ335566
flex_2429,resfindernewid_2254,blaFRI-4_1_NG_055267
flex_2430,resfindernewid_2255,blaFRI-5_1_MH208723
flex_2431,resfindernewid_934,blaOXA-87_1_DQ348075
flex_2432,resfindernewid_935,blaOXA-88_1_DQ392963
flex_2433,resfindernewid_936,blaOXA-89_1_DQ445683
flex_2434,resfindernewid_937,blaOXA-90_1_EU547443
flex_2435,resfindernewid_930,blaOXA-83_1_DQ309277
flex_2436,resfindernewid_931,blaOXA-84_1_DQ309276
flex_2437,resfindernewid_932,blaOXA-85_1_JANA01000064
flex_2438,resfindernewid_933,blaOXA-86_1_DQ149247
flex_2439,resfindernewid_484,blaTMB-1_1_FR771847
flex_2440,resfindernewid_485,blaTMB-2_1_AB758277
flex_2441,resfindernewid_338,blaOXA-432_1_KM979379
flex_2442,resfindernewid_339,blaOXA-433_1_KM979380
flex_2443,resfindernewid_480,blaOXA-299_1_APQD01000016
flex_2444,resfindernewid_481,blaOXA-298_1_APSA01000003
flex_2445,resfindernewid_482,blaVCC-1_1_KT818596
flex_2446,resfindernewid_483,blaPAM-1_1_AB858498
flex_2447,resfindernewid_332,blaOXA-424_1_KM588352
flex_2448,resfindernewid_333,blaOXA-425_1_KM588353
flex_2449,resfindernewid_330,blaOXA-422_1_KM433671
flex_2450,resfindernewid_331,blaOXA-423_1_KM433672
flex_2451,resfindernewid_336,blaOXA-430_1_KM979377
flex_2452,resfindernewid_337,blaOXA-431_1_KM979378
flex_2453,resfindernewid_334,blaOXA-426_1_KM588354
flex_2454,resfindernewid_335,blaOXA-429_1_KM979376
flex_2455,resfindernewid_2411,erm(B)_20_AF109075
flex_2456,resfindernewid_1897,blaIMP-55_1_KT935306
flex_2457,resfindernewid_800,blaMIR-2_1_AY227752
flex_2458,resfindernewid_801,blaMIR-3_1_AY743435
flex_2459,resfindernewid_802,blaMIR-4_1_EF417572
flex_2460,resfindernewid_803,blaMIR-5_1_FJ237367
flex_2461,resfindernewid_58,ant(2'')-Ia_9_HM367610
flex_2462,resfindernewid_805,blaMOR_1_Y10283
flex_2463,resfindernewid_806,blaMOR-2_1_AY235804
flex_2464,resfindernewid_807,blaMOX-1_1_D13304
flex_2465,resfindernewid_54,ant(2'')-Ia_5_AY139594
flex_2466,resfindernewid_55,ant(2'')-Ia_6_AJ871915
flex_2467,resfindernewid_56,ant(2'')-Ia_7_DQ018384
flex_2468,resfindernewid_57,ant(2'')-Ia_8_AY920928
flex_2469,resfindernewid_50,aadE-Cc_1_CP013733
flex_2470,resfindernewid_51,ant(2'')-Ia_2_JF826500
flex_2471,resfindernewid_52,ant(2'')-Ia_3_X74412
flex_2472,resfindernewid_53,ant(2'')-Ia_4_AF458082
flex_2473,resfindernewid_158,aacA43_1_HQ247816
flex_2474,resfindernewid_159,ant(3'')-Ia_1_X02340
flex_2475,resfindernewid_156,aac(6')-Isa_1_AB116646
flex_2476,resfindernewid_157,aac(6')-Ib3_1_X60321
flex_2477,resfindernewid_154,aac(6')-IIc_1_NC_012555
flex_2478,resfindernewid_155,aac(6')-aph(2'')_1_M13771
flex_2479,resfindernewid_152,aac(6')-IIa_1_M29695
flex_2480,resfindernewid_153,aac(6')-IIb_1_L06163
flex_2481,resfindernewid_150,aac(6')-32_1_EF614235
flex_2482,resfindernewid_151,aac(6')-33_1_GQ337064
flex_2483,resfindernewid_2103,blaCMY-4_1_LNHZ01000079
flex_2484,resfindernewid_2328,fosD_1_KC989517
flex_2485,resfindernewid_2329,fosC2_1_AB522969
flex_2486,resfindernewid_2322,fosK_1_AB917040
flex_2487,resfindernewid_1899,blaIMP-53_1_HM106457
flex_2488,resfindernewid_2320,fosA_1_M85195
flex_2489,resfindernewid_2321,fosX_2_AL591981
flex_2490,resfindernewid_2326,fosF_1_AY294333
flex_2491,resfindernewid_2327,fosE_1_AB901041
flex_2492,resfindernewid_2324,fosX_4_DQ342344
flex_2493,resfindernewid_1898,blaIMP-54_1_KU052795
flex_2494,resfindernewid_1828,blaZ_91_FKQH01000022
flex_2495,resfindernewid_1829,blaZ_92_FKWG01000001
flex_2496,resfindernewid_1538,blaIMP-11_1_AB074436
flex_2497,resfindernewid_1539,blaIMP-12_1_AJ420864
flex_2498,resfindernewid_1536,blaIMP-7_1_AF318077
flex_2499,resfindernewid_1537,blaIMP-8_1_DQ845788
flex_2500,resfindernewid_1534,blaIMP-4_1_DQ307573
flex_2501,resfindernewid_1535,blaIMP-5_1_AF290912
flex_2502,resfindernewid_1532,blaIMP-3_1_AB010417
flex_2503,resfindernewid_1533,blaIMP-4_1_AF244145
flex_2504,resfindernewid_1530,blaIMP-1_1_EF027105
flex_2505,resfindernewid_1531,blaIMP-2_1_AJ243491
flex_2506,resfindernewid_1222,blaSHV-99_1_AM941845
flex_2507,resfindernewid_1223,blaSHV-100_1_AM941846
flex_2508,resfindernewid_1220,blaSHV-97_1_EF373973
flex_2509,resfindernewid_1221,blaSHV-98_1_AM941844
flex_2510,resfindernewid_1226,blaSHV-103_1_EU032604
flex_2511,resfindernewid_1227,blaSHV-104_1_EU274581
flex_2512,resfindernewid_1224,blaSHV-101_1_EU155018
flex_2513,resfindernewid_1225,blaSHV-102_1_EU024485
flex_2514,resfindernewid_1228,blaSHV-105_1_FJ194944
flex_2515,resfindernewid_1229,blaSHV-106_1_AM922307
flex_2516,resfindernewid_1316,blaTEM-78_1_AF190693
flex_2517,resfindernewid_1317,blaTEM-79_1_AF190692
flex_2518,resfindernewid_1314,blaTEM-76_1_AF190694
flex_2519,resfindernewid_1315,blaTEM-77_1_AF190695
flex_2520,resfindernewid_1312,blaTEM-71_1_AF203816
flex_2521,resfindernewid_1313,blaTEM-72_1_AF157553
flex_2522,resfindernewid_1310,blaTEM-68_1_AJ239002
flex_2523,resfindernewid_1311,blaTEM-70_1_AF188199
flex_2524,resfindernewid_1648,blaOXA-296_1_APOH01000009
flex_2525,resfindernewid_1649,blaOXA-295_1_APRW01000016
flex_2526,resfindernewid_1318,blaTEM-80_1_AF347054
flex_2527,resfindernewid_1319,blaTEM-81_1_AF427127
flex_2528,resfindernewid_1792,blaZ_54_NZ_JVRB01000003
flex_2529,resfindernewid_1793,blaZ_55_NZ_JVLY01000044
flex_2530,resfindernewid_1790,blaZ_52_NZ_JVWM01000127
flex_2531,resfindernewid_1791,blaZ_53_NZ_JUXQ01000001
flex_2532,resfindernewid_1796,blaZ_58_NZ_JUUA01000057
flex_2533,resfindernewid_1797,blaZ_59_NZ_JVBT01000063
flex_2534,resfindernewid_1794,blaZ_56_NZ_JUMU01000089
flex_2535,resfindernewid_1795,blaZ_57_NZ_JURP01000126
flex_2536,resfindernewid_1798,blaZ_60_NZ_JVML01000111
flex_2537,resfindernewid_1799,blaZ_61_NZ_JVAT01000021
flex_2538,resfindernewid_3073,dfrA17_4_JQ837988
flex_2539,resfindernewid_3072,dfrA17_3_JQ414038
flex_2540,resfindernewid_2207,blaCARB-2_1_M69058
flex_2541,resfindernewid_3077,dfrA17_8_AM932673
flex_2542,resfindernewid_2079,blaCMY-106_1_KM983294
flex_2543,resfindernewid_2076,blaCMY-109_1_AJ746169
flex_2544,resfindernewid_2077,blaCMY-108_1_KF564648
flex_2545,resfindernewid_2074,blaCMY-112_1_KM087837
flex_2546,resfindernewid_2075,blaCMY-111_1_KJ155695
flex_2547,resfindernewid_734,blaGOB-16_2_AY899331
flex_2548,resfindernewid_1733,blaOXA-267_1_APQH01000006
flex_2549,resfindernewid_917,blaOXA-69_1_AY859527
flex_2550,resfindernewid_1008,blaOXA-169_1_HM488990
flex_2551,resfindernewid_1009,blaOXA-170_1_HM488991
flex_2552,resfindernewid_2070,blaCMY-116_1_KM087840
flex_2553,resfindernewid_1002,blaOXA-163_1_HQ700343
flex_2554,resfindernewid_1003,blaOXA-164_1_GU831575
flex_2555,resfindernewid_1000,blaOXA-161_1_GQ202693
flex_2556,resfindernewid_1001,blaOXA-162_1_GU197550
flex_2557,resfindernewid_1006,blaOXA-167_1_HM488988
flex_2558,resfindernewid_1007,blaOXA-168_1_HM488989
flex_2559,resfindernewid_1004,blaOXA-165_1_HM488986
flex_2560,resfindernewid_1005,blaOXA-166_1_HM488987
flex_2561,resfindernewid_756,blaIND-10_1_GU206353
flex_2562,resfindernewid_2677,qnrB18_1_AM919399
flex_2563,resfindernewid_967,blaOXA-117_1_GQ423625
flex_2564,resfindernewid_210,aph(3')-Vc_1_S81599
flex_2565,resfindernewid_741,blaHERA-5_1_AJ536089
flex_2566,resfindernewid_1640,blaSME-2_1_AF275256
flex_2567,resfindernewid_212,aph(3')-VIb_1_AJ627643
flex_2568,resfindernewid_1641,blaSME-3_1_AY584237
flex_2569,resfindernewid_215,aph(3')-XV_1_Y18050
flex_2570,resfindernewid_1642,blaFRI-1_1_KT192551
flex_2571,resfindernewid_214,aph(3')-VIII_1_ATGI01000028
flex_2572,resfindernewid_1643,blaBRO-1_1_Z54180
flex_2573,resfindernewid_217,aph(4)-Ia_1_V01499
flex_2574,resfindernewid_1644,blaBRO-2_1_Z54181
flex_2575,resfindernewid_216,aph(3'')-Ia_1_X53527
flex_2576,resfindernewid_1645,blaBKC-1_1_KP689347
flex_2577,resfindernewid_2915,tet(L)_2_M29725
flex_2578,resfindernewid_2914,tet(L)_1_HM235948
flex_2579,resfindernewid_2917,tet(L)_4_D00006
flex_2580,resfindernewid_2916,tet(L)_3_M11036
flex_2581,resfindernewid_2256,mcr-1.1_1_KP347127
flex_2582,resfindernewid_1646,blaIMI-5_1_KT599915
flex_2583,resfindernewid_2913,tet(M)_13_AM990992
flex_2584,resfindernewid_2912,tet(M)_12_FR671418
flex_2585,resfindernewid_1647,blaOXA-297_1_APRR01000006
flex_2586,resfindernewid_2919,tet(L)_6_D12567
flex_2587,resfindernewid_2918,tet(L)_5_X08034
flex_2588,resfindernewid_1767,blaZ_28_JDYO01000009
flex_2589,resfindernewid_1766,blaZ_27_JDGZ01000043
flex_2590,resfindernewid_1765,blaZ_26_JBJP01000007
flex_2591,resfindernewid_1734,blaOXA-268_1_APOE01000008
flex_2592,resfindernewid_1764,blaZ_25_JBKK01000017
flex_2593,resfindernewid_1763,blaZ_24_JBLQ01000018
flex_2594,resfindernewid_1762,blaZ_23_JBND01000015
flex_2595,resfindernewid_1761,blaZ_22_JCHI01000035
flex_2596,resfindernewid_1760,blaZ_21_JGQH01000014
flex_2597,resfindernewid_2555,erm(F)_1_M14730
flex_2598,resfindernewid_2554,vat(H)_1_GQ205627
flex_2599,resfindernewid_2443,erm(X)_1_M36726
flex_2600,resfindernewid_2009,blaCTX-M-218_1_MH243358
flex_2601,resfindernewid_2227,blaCARB-24_1_BK008907
flex_2602,resfindernewid_2226,blaCARB-23_1_NG_048726
flex_2603,resfindernewid_2225,blaCARB-22_1_JYNG01000059
flex_2604,resfindernewid_2008,blaCTX-M-217_1_MH243354
flex_2605,resfindernewid_2223,blaCARB-20_1_NG_054946
flex_2606,resfindernewid_2222,blaCARB-19_1_KJ934267
flex_2607,resfindernewid_2221,blaCARB-18_1_KJ934266
flex_2608,resfindernewid_2220,blaCARB-17_1_KJ934265
flex_2609,resfindernewid_2551,erm(R)_1_M11276
flex_2610,resfindernewid_2229,blaCARB-26_1_BK008904
flex_2611,resfindernewid_2228,blaCARB-25_1_BK008888
flex_2612,resfindernewid_329,blaOXA-421_1_KM401566
flex_2613,resfindernewid_328,blaOXA-420_1_AB983359
flex_2614,resfindernewid_499,blaACT-14_1_JX440354
flex_2615,resfindernewid_498,blaACT-12_1_JX440355
flex_2616,resfindernewid_2553,lnu(E)_1_KF287643
flex_2617,resfindernewid_493,blaACT-5_1_FJ237369
flex_2618,resfindernewid_492,blaACT-4_2_AJ311172
flex_2619,resfindernewid_323,blaOXA-414_1_KJ584914
flex_2620,resfindernewid_490,blaACT-2_1_AM076977
flex_2621,resfindernewid_497,blaACT-10_1_JN848330
flex_2622,resfindernewid_496,blaACT-9_1_HQ693810
flex_2623,resfindernewid_327,blaOXA-418_1_KJ997966
flex_2624,resfindernewid_494,blaACT-6_1_FJ237366
flex_2625,resfindernewid_2003,blaCTX-M-211_1_MH067961
flex_2626,resfindernewid_988,blaOXA-139_1_AM991978
flex_2627,resfindernewid_2416,erm(C)_9_Y09001
flex_2628,resfindernewid_2685,qnrB26_1_HQ386846
flex_2629,resfindernewid_672,blaCTX-M-104_1_HQ833652
flex_2630,resfindernewid_2139,blaTEM-19_1_JX042489
flex_2631,resfindernewid_2138,blaTEM-26_1_LDCJ01000052
flex_2632,resfindernewid_2681,qnrB22_1_FJ981621
flex_2633,resfindernewid_2680,qnrB21_1_FJ611948
flex_2634,resfindernewid_2683,qnrB24_1_HM192542
flex_2635,resfindernewid_2682,qnrB23_1_FJ981622
flex_2636,resfindernewid_2133,blaTEM-52_1_Y13612
flex_2637,resfindernewid_2132,blaACC-1a_1_AF180953
flex_2638,resfindernewid_2131,blaACC-1b_1_AF180955
flex_2639,resfindernewid_2130,blaACC-1c_1_AF180959
flex_2640,resfindernewid_2137,blaTEM-32_1_CXLQ01000061
flex_2641,resfindernewid_2136,blaTEM-35_1_KP860986
flex_2642,resfindernewid_2135,blaTEM-36_1_KY305958
flex_2643,resfindernewid_2006,blaCTX-M-214_1_MH121688
flex_2644,resfindernewid_817,blaOCH-5_1_AJ295343
flex_2645,resfindernewid_816,blaOCH-4_1_AJ295342
flex_2646,resfindernewid_815,blaOCH-3_1_AJ295341
flex_2647,resfindernewid_814,blaOCH-2_1_AJ295340
flex_2648,resfindernewid_813,blaMOX-7_1_GQ152602
flex_2649,resfindernewid_812,blaMOX-6_1_GQ152601
flex_2650,resfindernewid_811,blaMOX-5_1_GQ152600
flex_2651,resfindernewid_810,blaMOX-4_1_FJ262599
flex_2652,resfindernewid_2004,blaCTX-M-212_1_MH067962
flex_2653,resfindernewid_819,blaOCH-7_1_AJ295345
flex_2654,resfindernewid_818,blaOCH-6_1_AJ295344
flex_2655,resfindernewid_923,blaOXA-75_1_AY859529
flex_2656,resfindernewid_922,blaOXA-74_1_EU161636
flex_2657,resfindernewid_921,blaOXA-73_1_AY762325
flex_2658,resfindernewid_920,blaOXA-72_1_AY739646
flex_2659,resfindernewid_149,aac(6')-31_1_AM283489
flex_2660,resfindernewid_148,aac(6')-I30_1_AY289608
flex_2661,resfindernewid_925,blaOXA-77_1_AY949202
flex_2662,resfindernewid_924,blaOXA-76_1_AY949203
flex_2663,resfindernewid_145,aac(6')-Iae_1_AB104852
flex_2664,resfindernewid_144,aac(6')-Iad_1_AB119105
flex_2665,resfindernewid_147,aac(6')-Iai_1_EU886977
flex_2666,resfindernewid_928,blaOXA-80_1_EU019535
flex_2667,resfindernewid_141,aac(6')-Iv_1_AF031330
flex_2668,resfindernewid_140,aac(6')-Iu_1_AF031329
flex_2669,resfindernewid_143,aac(6')-Iz_1_AF140221
flex_2670,resfindernewid_142,aac(6')-Iw_1_AF031331
flex_2671,resfindernewid_2398,erm(A)_1_X03216
flex_2672,resfindernewid_2259,mcr-1.4_1_KY041856
flex_2673,resfindernewid_2359,VanX_bc_1_Y15708
flex_2674,resfindernewid_2358,VanA_bc_1_Y15704
flex_2675,resfindernewid_2357,VanH_bc_1_Y15705
flex_2676,resfindernewid_2356,VanHAX_PT_2_AY926880
flex_2677,resfindernewid_2355,VanHAX_PA_1_DQ018711
flex_2678,resfindernewid_2354,VanHAX_PT_1_DQ018710
flex_2679,resfindernewid_2353,VanHAX_2_M97297
flex_2680,resfindernewid_2352,VanHAX_1_FJ866609
flex_2681,resfindernewid_2351,fusC_1_KF527883
flex_2682,resfindernewid_2350,fusB_2_JF777505
flex_2683,resfindernewid_1819,blaZ_81_FGJZ01000020
flex_2684,resfindernewid_1818,blaZ_80_KU607855
flex_2685,resfindernewid_2392,VanHOX_1_KF478993
flex_2686,resfindernewid_1815,blaZ_77_FGNH01000009
flex_2687,resfindernewid_1814,blaZ_76_FFOR01000002
flex_2688,resfindernewid_1817,blaZ_79_KU607584
flex_2689,resfindernewid_1816,blaZ_78_KU607301
flex_2690,resfindernewid_1811,blaZ_73_CYNA01000004
flex_2691,resfindernewid_1810,blaZ_72_NZ_CUHG01000035
flex_2692,resfindernewid_1813,blaZ_75_LNTF01000008
flex_2693,resfindernewid_1812,blaZ_74_CZWI01000159
flex_2694,resfindernewid_788,blaLEN18_1_AM850908
flex_2695,resfindernewid_2394,vanXmurFvanKWI_1_NZAGAF01000127
flex_2696,resfindernewid_1491,blaZ_1_CP000704
flex_2697,resfindernewid_1490,blaL1_3_EF126059
flex_2698,resfindernewid_1493,blaZ_3_CP000732
flex_2699,resfindernewid_1492,blaZ_2_CP000731
flex_2700,resfindernewid_1495,blaZ_5_AJ302698
flex_2701,resfindernewid_1494,blaZ_4_X04121
flex_2702,resfindernewid_1497,blaZ_7_AP004832
flex_2703,resfindernewid_1496,blaZ_6_AP003139
flex_2704,resfindernewid_1499,blaZ_9_DQ269019
flex_2705,resfindernewid_1498,blaZ_8_HE993884
flex_2706,resfindernewid_2011,blaCTX-M-220_1_MH450163
flex_2707,resfindernewid_1257,blaSHV-156_1_JX121123
flex_2708,resfindernewid_1256,blaSHV-155_1_JX121122
flex_2709,resfindernewid_1255,blaSHV-154_1_JX121121
flex_2710,resfindernewid_1254,blaSHV-153_1_JX121120
flex_2711,resfindernewid_1253,blaSHV-152_1_JX121119
flex_2712,resfindernewid_1252,blaSHV-151_1_JX121118
flex_2713,resfindernewid_1251,blaSHV-150_1_JX121117
flex_2714,resfindernewid_675,blaCTX-M-111_1_JF274243
flex_2715,resfindernewid_1259,blaSHV-158_1_JX121125
flex_2716,resfindernewid_1258,blaSHV-157_1_JX121124
flex_2717,resfindernewid_671,blaCTX-M-103_1_HG423149
flex_2718,resfindernewid_1736,blaOXA-270_1_APQM01000006
flex_2719,resfindernewid_87,aph(3')-Ia_9_EU722351
flex_2720,resfindernewid_86,aph(3')-Ia_8_Y00452
flex_2721,resfindernewid_85,aph(3')-Ia_7_X62115
flex_2722,resfindernewid_84,aph(3')-Ia_6_L05392
flex_2723,resfindernewid_83,aph(3')-Ia_5_AP004237
flex_2724,resfindernewid_82,aph(3')-Ia_4_AF498082
flex_2725,resfindernewid_81,aph(3')-Ia_3_EF015636
flex_2726,resfindernewid_80,aph(3')-Ia_2_EU287476
flex_2727,resfindernewid_89,aph(2'')-Ih_1_KF652096
flex_2728,resfindernewid_88,aph(3')-Ia_10_EU855787
flex_2729,resfindernewid_1675,mecA1_1_AB547235
flex_2730,resfindernewid_1674,mecC2_1_KF955540
flex_2731,resfindernewid_1677,mecC_1_FR821779
flex_2732,resfindernewid_1676,mecA_4_AB546266
flex_2733,resfindernewid_1671,mecA2_1_AM048811
flex_2734,resfindernewid_1670,mecA_1_NC_002745
flex_2735,resfindernewid_1673,mecA_3_Y13095
flex_2736,resfindernewid_1672,mecA_2_NC_002951
flex_2737,resfindernewid_1679,mecA_5_AB546267
flex_2738,resfindernewid_1678,mecA1_2_AY820253
flex_2739,resfindernewid_2800,sul1_30_JF262178
flex_2740,resfindernewid_2806,sul2_3_HQ840942
flex_2741,resfindernewid_1079,blaOXA-257_1_KC567681
flex_2742,resfindernewid_1078,blaOXA-256_1_HE616889
flex_2743,resfindernewid_1077,blaOXA-255_1_KC479325
flex_2744,resfindernewid_1076,blaOXA-254_1_AB781687
flex_2745,resfindernewid_1075,blaOXA-253_1_KC479324
flex_2746,resfindernewid_1074,blaOXA-251_1_JN118546
flex_2747,resfindernewid_1073,blaOXA-250_1_HE963771
flex_2748,resfindernewid_1072,blaOXA-249_1_HE963770
flex_2749,resfindernewid_1071,blaOXA-248_1_HE963769
flex_2750,resfindernewid_1070,blaOXA-247_1_JX893517
flex_2751,resfindernewid_2808,sul2_6_FN995456
flex_2752,resfindernewid_1103,blaOXA-353_1_KF297582
flex_2753,resfindernewid_1102,blaOXA-352_1_KF297581
flex_2754,resfindernewid_1101,blaOXA-351_1_KF297580
flex_2755,resfindernewid_1100,blaOXA-350_1_KF297579
flex_2756,resfindernewid_1107,blaOXA-357_1_KF421160
flex_2757,resfindernewid_1106,blaOXA-356_1_KF297585
flex_2758,resfindernewid_1105,blaOXA-355_1_KF297584
flex_2759,resfindernewid_1104,blaOXA-354_1_KF297583
flex_2760,resfindernewid_1109,blaOXA-359_1_KF421162
flex_2761,resfindernewid_1108,blaOXA-358_1_KF421161
flex_2762,resfindernewid_747,blaIND-2b_3_EF672681
flex_2763,resfindernewid_2908,tet(M)_8_X04388
flex_2764,resfindernewid_2909,tet(M)_9_X56353
flex_2765,resfindernewid_2902,tet(M)_2_X90939
flex_2766,resfindernewid_2903,tet(M)_3_U08812
flex_2767,resfindernewid_2900,tet(O)_3_Y07780
flex_2768,resfindernewid_2901,tet(M)_1_X92947
flex_2769,resfindernewid_2906,tet(M)_6_M21136
flex_2770,resfindernewid_2907,tet(M)_7_FN433596
flex_2771,resfindernewid_2904,tet(M)_4_X75073
flex_2772,resfindernewid_746,blaIND-2a_4_AF219130
flex_2773,resfindernewid_3076,dfrA17_7_AB196349
flex_2774,resfindernewid_798,blaMAL-1_2_AJ609506
flex_2775,resfindernewid_799,blaMIR-1_1_M37839
flex_2776,resfindernewid_790,blaLEN20_1_AM850910
flex_2777,resfindernewid_791,blaLEN21_1_AM850911
flex_2778,resfindernewid_792,blaLEN22_1_AM850912
flex_2779,resfindernewid_793,blaLEN23_1_AM850913
flex_2780,resfindernewid_794,blaLEN24_1_AM850914
